numero_registro;sector;tipo;subtipo;denominacion;plazas_autorizadas_numero;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_codigo_postal;direccion_mancomunidad;direccion_area;direccion_distrito;direccion_demarcacion;direccion_zonass;direccion_coor_y;direccion_coor_x;contacto_telefono;contacto_correo;entidad_denominacion;entidad_nif;entidad_naturaleza;tipo_gestion
C0193;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;CENTRO OCUPACIONAL PRIMER PASO;37;079;Madrid;CALLE;10601;de la Tapia de Casariego;13;28023;;Madrid capital;Moncloa-Aravaca;Moncloa;Valdemarín;4479716;434326;911124983;coprimerpaso@hotmail.com;ASOCIACION PRO DISCAPACITADOS DE ARAVACA;G28732386;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0198;Personas sin hogar;CENTROS DE ACOGIDA;ALBERGUES;ALBERGUE DE SAN JUAN DE DIOS;140;079;Madrid;CALLE;02770;de Herreros de Tejada;3;28016;;Madrid capital;Chamartín;Chamartín 2;Hispanoamérica;4478318;442205;91 344 00 20;alberguemadrid@hsjd.es;CASA COMUNIDAD ORDEN HOSPITALARIA DE SAN JUAN DE DIOS-ALBERGUE DE SAN JUAN DE DIOS;R7900052G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C0203;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;SAN FRANCISCO DE PAULA, RESIDENCIA DE PERSONAS MAYORES;75;079;Madrid;CALLE;09794;de Valdebernardo;29;28030;;Madrid capital;Moratalaz;Moratalaz;Pavones-Horcajo;4472507;446344;913710158;"direccion.sanfranciscodepaula@catalinalaboure.es;direccionfranciscodepaula@gmail.com";FUNDACION CATALINA LABOURE;G78577103;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C0206;Infancia y Adolescencia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;AFANDICE, CENTRO DE REHABILITACIÓN;50;079;Madrid;CALLE;03603;de la Magnesia;10;28021;;Madrid capital;Villaverde;Villaverde;San Andrés;4466117;440060;91 795 67 19;direccion.atemprana@afandice.org;FUNDACION AFANDICE;G85732154;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C0211;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;FUENTE DE SALUD, RESIDENCIA DE PERSONAS MAYORES;34;090;Moralzarzal;CALLE;A0076;de España;3;28411;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Moralzarzal;4503173;418035;91 857 61 57;residenciafuentesalud@gmail.com;ROSSCANA DE SALUD SL;B87907408;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0219;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;MONTESALUD, RESIDENCIA DE PERSONAS MAYORES;150;127;Rozas de Madrid, Las;CALLE;00016;Azor;2;28230;;Oeste;Noroeste;Las Rozas de Madrid;Las Matas;4487567;420185;916369900.;montesalud@montesalud.com;MONTESALUD, S.A.;A78382132;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C0221;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;VIRGEN DE LA ESPERANZA, RESIDENCIA DE PERSONAS MAYORES;72;134;San Sebastián de los Reyes;CALLE;01500;de la Iglesia;1;28701;;Norte;Nordeste;San Sebastián de los Reyes;UTS 1;4488655;446973;91 651 55 11;"carmen.martin@aliadosporlaintegracion.org;luis.guerra@aliadosporlaintegracion.org";HOGAR DE ANCIANOS VIRGEN DE LA ESPERANZA;R2800921E;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C0224;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;LA PURISIMA CONCEPCION, RESIDENCIA DE PERSONAS MAYORES;156;079;Madrid;AVDA;01357;de la Ciudad de Barcelona;85;28007;;Madrid capital;Retiro;Retiro;Adelfas;4472433;442880;91 551 78 44;secretaria@fundacioncatalinasuarez.org;FUNDACION CATALINA SUAREZ;G28815785;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C0225;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;MANUEL HERRANZ, RESIDENCIA DE PERSONAS MAYORES;84;115;Pozuelo de Alarcón;CALLE;A0303;García Martín;25;28224;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Estación I;4477791;432517;"913521945;913521946/47";evdpozuelo@gmail.com;RESIDENCIA MANUEL HERRANZ ESCLAVAS DE LA VIRGEN DOLOROSA;R2800766D;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C0227;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;IMBEA, RESIDENCIA GERIÁTRICA;30;079;Madrid;CALLE;09061;de Menéndez Pidal;25;28036;;Madrid capital;Chamartín;Chamartín 2;Nueva España;4479361;442229;91 359 56 00;secretaria@clinicaimbea.com;MOREJON, S.A.;A28134542;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0229;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;SANTA MARIA DEL MONTE CARMELO, RESIDENCIA DE PERSONAS MAYORES;99;079;Madrid;CALLE;00676;de Ayala;35;28001;;Madrid capital;Salamanca;Salamanca 2;Recoletos;4475468;442041;"670405156;914351660";"direccion@residenciamontecarmelo.es;ildefonso.becerra@residenciamontecarmelo.es;josea.garcia@residenciamontecarmelo.es";CASA COMUNIDAD DE LOS PADRES CARMELITAS ORDEN DEL CARMEN;R2800142H;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C0230;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;LAS JARAS, RESIDENCIA DE MINUSVALIDOS;48;080;Majadahonda;CTRA;01254;M-516 (Boadilla);98;28220;;Oeste;Noroeste;Majadahonda;Majadahonda (A);4478802;425557;91 638 38 93;"direccion@apadreslasjaras.com;apadreslasjaras@apadreslasjaras.com";ASOCIACION DE PADRES LAS JARAS;G28696441;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0231;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;LAS JARAS, CENTRO OCUPACIONAL;63;080;Majadahonda;CTRA;01254;M-516 (Boadilla);98;28220;;Oeste;Noroeste;Majadahonda;Majadahonda (A);4478802;425557;91 638 38 93;direccion@apadreslasjaras.com;ASOCIACION DE PADRES LAS JARAS;G28696441;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C0233;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;FUNDACIÓN ASTIER CENTRO SAN JOSÉ;149;005;Alcalá de Henares;AVDA;A0455;de Meco;14;28805;;Este;Medio-Este;Alcalá II: Campo Ángel-Chorrillo;Distrito 6;4483329;470246;918893570;direccion@fundacionastier.es;FUNDACIÓN ASTIER CENTRO SAN JOSÉ;G28419455;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0236;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;JARDINES DE ESPAÑA, CENTRO OCUPACIONAL;95;079;Madrid;AVDA;00919;de Burgos;85;28050;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Valverde;4482305;442880;917667121 / 629067501;"ffuente@fundacionjares.org;jares2@hotmail.com";FUNDACION JARDINES DE ESPAÑA;G80736812;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0240;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA LOS FRESNOS;34;115;Pozuelo de Alarcón;CALLE;A0606;Saliente;16;28223;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Centro II;4475185;428788;"917154645;917153148";losfresnos@fundacioncalpau.org;FUNDACION CAL PAU;G80386667;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0248;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;SANITAS RESIDENCIAL ALMENARA, RESIDENCIA DE PERSONAS MAYORES;106;042;Colmenar del Arroyo;CALLE;A0022;Colmenar;2;28213;MANCOMUNIDAD LOS PINARES;Oeste;Suroeste;San Martín de Valdeiglesias;San Martín de Valdeiglesias;4475668;398261;918651000;"tcg@sanitas.es;pdp@sanitas.es ";SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0253;Infancia;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;ASILO SANTA MARCA;47;079;Madrid;CALLE;03755;de Marcenado;50;28002;;Madrid capital;Chamartín;Chamartín 1;Ciudad Jardín;4477886;442855;608779780;residencia@colegiofundacionsantamarca.es;FUNDACION DE SANTAMARCA Y DE SAN RAMON Y SAN ANTONIO;G85511582;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0260;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;NTRA. SRA. DEL CAMINO III,C.O.;65;079;Madrid;CALLE;04361;de Nueva Caledonia;14;28035;;Madrid capital;Moncloa-Aravaca;Moncloa;Ciudad Universitaria;4479304;438837;91459 63 44;luisjvenero@fnscamino.org;FUNDACION NUESTRA SEÑORA DEL CAMINO;G28781722;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0261;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;BALLESOL POZUELO, RESIDENCIA DE PERSONAS MAYORES;257;115;Pozuelo de Alarcón;CALLE;A0072;Arquitectura;116;28224;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Estación I;4478224;431349;91 352 55 20;direccion.pozuelob2@ballesol.es;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C0263;Infancia y Adolescencia;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;CIUDAD ESCUELA MUCHACHOS, C. PROTECCION;60;074;Leganés;AVDA;A0123;Doctor Fleming;3;28912;;Sur;Leganés;Leganés I;Santos/Escritores;4463890;435115;91 6946277 /11;direccionpedagogica@cemu.es;ASOCIACION MUCHACHOS CIUDAD ESCUELAS DE FORMACION SOCIO CULTURAL;G28665289;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0270;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;SAN JOSE (CHINCHON), RESIDENCIA DE PERSONAS MAYORES;77;052;Chinchón;CALLE;00077;del Teniente Ortiz de Zarate;56;28370;MANCOMUNIDAD LAS VEGAS;Este;Sureste;Las Vegas;Colmenar de Oreja;4443575;464508;918940039;residenciasanjosechinchon@hotmail.com;ANTONIO PAEZ, S.L.;B84947118;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0274;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;FUNDACION MANZANARES, RESIDENCIA DE PERSONAS MAYORES;53;060;Fuentidueña de Tajo;CALLE;00040;Mayor;17;28597;MANCOMUNIDAD MISECAM;Este;Sureste;Villarejo de Salvanés;Villarejo de Salvanés;4440997;486335;91 872 84 86;residenciaft@gmail.com;CASA COMUNIDAD OBRA MISIONERA DE JESUS Y MARIA;R7800275E;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C0275;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;BALLESOL PARQUE ALMANSA, RESIDENCIA DE PERSONAS MAYORES;108;079;Madrid;PASEO;08849;de Juan XXIII;38;28040;;Madrid capital;Moncloa-Aravaca;Moncloa;Ciudad Universitaria;4477940;439354;91 554 66 52;direccion.palmansa@ballesol.es;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0285;Infancia y Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;NUESTRO HOGAR BELISANA, PISO TUTELADO;10;079;Madrid;CALLE;00777;de Belisana;28;28043;;Madrid capital;Hortaleza;Hortaleza;Canillas;4478861;444645;913880209;pmartin@anar.org;FUNDACION ANAR;G80453731;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0287;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;PINAR DE ARAVACA, RESIDENCIA DE PERSONAS MAYORES;119;079;Madrid;CALLE;07511;de Camarines;2;28023;;Madrid capital;Moncloa-Aravaca;Moncloa;Aravaca;4479236;434754;913070707;"direccionpinar@pinardearavaca.es;marina@pinardearavaca.es";SERVICIOS INTEGRALES DE ATENCIÓN GERIÁTRICA, S.L.;B84192269;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C0288;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;BALLESOL MAJADAHONDA, RESIDENCIA DE PERSONAS MAYORES;133;080;Majadahonda;CALLE;00034;del Cierzo;7;28220;;Oeste;Noroeste;Majadahonda;Majadahonda (B);4481365;427200;91 639 56 11;direccion.majadahonda@ballesol.es;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C0292;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;MADRE DOLORES, CLUB;70;079;Madrid;CALLE;01878;de Eduardo Marquina;18;28019;;Madrid capital;Carabanchel;Carabanchel 1;Comillas;4471588;439637;"915651392; 689845568";clubmadredolores@misionerasjmj.com;ASOCIACION CLUB MADRE DOLORES;G79543419;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C0295;Adolescencia;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;NARANJOVEN, CENTRO DE DIA;190;058;Fuenlabrada;CALLE;A0193;Galicia;27;28942;;Sur;Fuenlabrada;Fuenlabrada (C);Fuenlabrada C (8);4461258;431182;916085440;prelaborales@pinardi.com;ASOCIACIÓN PRELABORALES NARANJOVEN;G82755950;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C0297;Infancia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;AMEB, CENTRO DE ATENCION TEMPRANA;40;079;Madrid;CALLE;04907;de Prádena del Rincón;4;28002;;Madrid capital;Chamartín;Chamartín 1;Prosperidad;4476683;442607;91 563 04 48;ameb@ameb.es;ASOCIACION MADRILEÑA DE ESPINA BIFIDA (AMEB);G28539807;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0299;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;SANITAS   RESIDENCIAL ALCORCON;148;007;Alcorcón;CALLE;00135;de Polvoranca;S/N;28923;;Oeste;Alcorcón;;;;;916437186;chr@sanitas.es;SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0301;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;HOGAR DON ORIONE;124;115;Pozuelo de Alarcón;PLAZA;A0204;Daniel Segovia;1;28223;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Centro II;4473031;433819;91 711 85 00;anamoral@orionistas.org;CASA COMUNIDAD CONGREGACION PEQUEÑA OBRA DE LA DIVINA PROVIDENCIA (DON ORIONE);R7800160I;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0304;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;HOGAR DE ANCIANOS DE ALPEDRETE;100;010;Alpedrete;PLAZA;A0063;DE LA CONSTITUCION;1;28430;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Alpedrete;4501499;413295;918572190 / 620248806;charo.duran@alpedrete.es;ASOCIACION HOGAR DE ANCIANOS DE ALPEDRETE;G78828258;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C0305;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;TORREJON DE LA CALZADA, HOGAR;38;149;Torrejón de la Calzada;CALLE;00097;Quevedo;1;28991;MANCOMUNIDAD SUROESTE;Sur;Medio-Sur;Griñón;Griñón;4450262;431929;918169594;secretaria.alcaldia@aytotorrejoncalzada.org;AYUNTAMIENTO DE TORREJON DE LA CALZADA;P2814900C;PÚBLICA;PRIVADA TOTAL
C0307;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;SAN ILDEFONSO, RESIDENCIA DE PERSONAS MAYORES;47;068;Guadarrama;CALLE;00003;del Arcipreste de Hita;3;28440;MANCOMUNIDAD LAS MALICIOSA;Norte;Sierra;Guadarrama;Guadarrama;4503116;407694;910 089 638;resisanilde@gmail.com;RESIDENCIA ARCIPRESTE DE HITA S. L.;B80049141;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0308;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;LA TORRE, RESIDENCIA DE  PERSONAS MAYORES;88;091;Morata de Tajuña;CALLE;A0041;del Carmen;37;28530;MANCOMUNIDAD LAS VEGAS;Este;Sureste;Las Vegas;San Martín de la Vega;4452843;462796;918730171;ana_torre@hotmail.com;TORREMORA 2003, S.L.;B83585273;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0311;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO SOCIAL DE PERSONAS MAYORES DE GRIÑON;600;066;Griñón;CALLE;00462;Juan Carlos I;1;28971;MANCOMUNIDAD SUROESTE;Sur;Medio-Sur;Griñón;Griñón;4451923;427457;91 8140821;ayuntamiento@ayto-grinon.es;AYUNTAMIENTO DE GRIÑON;P2806600I;PÚBLICA;PRIVADA TOTAL
C0312;Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO CHICAS DE TORREMOCHA;10;153;Torremocha de Jarama;CALLE;00032;Uceda;39;28189;MANCOMUNIDAD SIERRA NORTE;Norte;Sierra;Sierra Norte;Torrelaguna;4520791;458440;91 843 10 77;lacasadetorremocha@gmail.com;TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA;F78479094;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0317;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;CENTRO OCUPACIONAL ADEMO I;90;014;Arganda del Rey;CALLE;A0431;Uranio;11;28500;;Este;Sureste;Arganda del Rey;Zona 1;4461231;459866;91 871 74 12;cocupacional1@fundacionademo.org;FUNDACION RAILES;G67887000;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C0318;Infancia;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;HOGAR INFANTIL DE INTEGRACION RURAL TORREMOCHA DEL JARAMA;26;153;Torremocha de Jarama;CALLE;00032;Uceda;39;28189;MANCOMUNIDAD SIERRA NORTE;Norte;Sierra;Sierra Norte;Torrelaguna;4520791;458440;918431077;lacasadetorremocha@gmail.com;TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA;F78479094;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0319;Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO DE CHICOS DE TORREMOCHA;6;153;Torremocha de Jarama;CALLE;00048;del Río Jarama;1;28189;MANCOMUNIDAD SIERRA NORTE;Norte;Sierra;Sierra Norte;Torrelaguna;4520593;458155;91 8431077;lacasadetorremocha@gmail.com;TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA;F78479094;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0321;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;JUAN PABLO II, RESIDENCIA DE PERSONAS MAYORES;182;133;San Martín de Valdeiglesias;CTRA;00783;de M-501 (Alcorcón-Plasencia);55,0;28680;MANCOMUNIDAD LOS PINARES;Oeste;Suroeste;San Martín de Valdeiglesias;San Martín de Valdeiglesias;4468284;384536;918611406;"residencia@lopezrumayor.es;direccion@lopezrumayor.es";FUNDACION LOPEZ RUMAYOR;G78148426;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C0327;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;VILLA JOSEFINA, CENTRO RESIDENCIAL;23;115;Pozuelo de Alarcón;AVDA;A0309;Juan Pablo II;52;28224;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Estación I;4477250;431499;91 715 31 48;vanessa@fundacioncalpau.org;FUNDACION CAL PAU;G80386667;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0328;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES AUTONOMAS;SANITAS RESIDENCIAL ARTURO SORIA, RESIDENCIA DE PERSONAS MAYORES;72;079;Madrid;CALLE;00582;de Arturo Soria;146;28043;;Madrid capital;Ciudad Lineal;Ciudad Lineal 3;San Juan Bautista;4478206;444622;91 519 20 29;ajv@sanitas.es;SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0345;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;VIRGEN DEL PILAR, RESIDENCIA DE PERSONAS MAYORES;233;022;Boadilla del Monte;CALLE;A0075;de los Mártires;14;28660;;Oeste;Suroeste;Villaviciosa de Odón;Boadilla del Monte;4473519;425548;916330375;"info@residenciavirgendelpilar.es;pedro.fernandez@residenciavirgendelpilar.es";RESIDENCIAS SANTOS S.L.;B80906761;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0354;Infancia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;APANID CENTRO DE ATENCION TEMPRANA;20;065;Getafe;PLAZA;A0406;Jiménez Díaz;5;28903;;Sur;Getafe;Centro Norte;Margaritas;4463008;438697;916952803;"cat@apanid.es;ajv@sanitas.es";ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0356;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;SANTA MARAVILLAS, RESIDENCIA DE PERSONAS MAYORES;75;115;Pozuelo de Alarcón;CMNO;A0342;de las Higueras;4;28223;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Centro I;4475713;430427;917151958 / 917157505;"administrador@residenciasantamaravillas.es;gerencia@residenciasantamaravillas.es";SAN JORGE CENTER, S.L.;B83388157;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C0357;Mujer;CENTROS RESIDENCIALES;CENTROS RESIDENCIALES: OTROS;VILLA TERESITA;15;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;;Madrid capital;Retiro;Retiro;Ibiza;RESERVADO;RESERVADO;RESERVADO;villateresitamadrid@gmail.com;CASA COMUNIDAD AUXILIARES DIOCESANAS DEL BUEN PASTOR;R2800493E;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0361;Infancia;CENTROS DE ACOGIDA;CENTROS DE ACOGIDA DE MENORES;SANTA MARIA DE LEUCA;50;131;San Lorenzo de El Escorial;CALLE;00175;Infantes;28;28200;MANCOMUNIDAD SIERRA OESTE;Oeste;Noroeste;San Lorenzo de El Escorial;San Lorenzo de El Escorial;4494440;403542;91 8901662;santamariadeleuca@yahoo.es;CASA COMUNIDAD HIJAS SANTA MARIA DE LEUCA;R2800326G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0365;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;INSTITUCION PEDAGOGICA SAGRADO CORAZON;80;005;Alcalá de Henares;CALLE;C0009;Sancho IV;16;28805;;Este;Medio-Este;Alcalá II: Campo Ángel-Chorrillo;Distrito 6;4483047;470224;91 889 26 51;jmcampos@gmail.com;INSTITUCION PEDAGOGICA LABORAL SAGRADO CORAZON S.A;A79046892;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C0373;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;MUNICIPAL GRIÑON, RESIDENCIA DE PERSONAS MAYORES;78;066;Griñón;CALLE;00450;de la Ermita;1;28971;MANCOMUNIDAD SUROESTE;Sur;Medio-Sur;Griñón;Griñón;4452124;427508;91 814 06 71;"info@geronsa.es;tsocial.gr@geronsa.es";AYUNTAMIENTO DE GRIÑON;P2806600I;PÚBLICA;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C0374;Personas con discapacidad intelectual;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;CENTRO DE REHABILITACION GIL GAYARRE;33;115;Pozuelo de Alarcón;CTRA;A0432;M-515 (Majadahonda);2,0;28223;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Centro II;4476823;428840;913520940;jllorente@gilgayarre.org;FUNDACION GIL GAYARRE;G28275071;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C0382;Personas con discapacidad intelectual;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;NUEVO HORIZONTE, C.D.DE ADULTOS AUTISTAS;50;127;Rozas de Madrid, Las;CALLE;02251;de la Comunidad de Madrid;43;28231;;Oeste;Noroeste;Las Rozas de Madrid;Las Rozas II;4482755;425353;916377455;"asociacion@nuevohorizonte.es;proyectos@nuevohorizonte.es";ASOCIACION NUEVO HORIZONTE;G28634772;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
